Line, 3.09679113046617660032, 6.51479607116646697307, 9.77523055853487043976, 1.86714254883113439654, r, 0
Line, 2.83829789225805040331, 6.15852760676637167592, 6.35817830043338894086, 8.98917179973327762355, r, 1
Line, 0.28028202815820080218, 5.57443740311335123039, 9.04391023245208280912, 6.98256335549540896324, r, 2
Line, 1.08687439455624534901, 0.91250091769634722461, 4.31657767584935214700, 8.98560433286464821379, r, 3
Line, 7.08757070210352413397, 3.63705914241050898283, 8.58290202547735425753, 6.90247942187074325915, r, 4
Line, 1.67433561159348598402, 8.53535338184031289188, 7.31126247138654328239, 2.54005756741604971083, r, 5
Line, 3.54465317054940332042, 4.75491582343483720763, 6.82438428192436408182, 4.30672189498370983074, r, 6
Line, 8.38070320794121315089, 2.68207982608392514479, 9.95529585048592835506, 0.14320297446070551217, r, 7
Line, 0.78939059966591118567, 4.26757682718376507580, 1.67405655923327678636, 1.73651281866386786312, r, 8
Line, 3.61092288651314952119, 0.00426404845447203584, 6.44151645424479823987, 5.44484418874927822429, r, 9
